Title,Authors,Abstract,arXiv ID,PDF_Link,Search Term
"Open Problems and Fundamental Limitations of Reinforcement Learning from
  Human Feedback","Stephen Casper, Xander Davies, Claudia Shi, Thomas Krendl Gilbert, Jérémy Scheurer, Javier Rando, Rachel Freedman, Tomasz Korbak, David Lindner, Pedro Freire, Tony Wang, Samuel Marks, Charbel-Raphaël Segerie, Micah Carroll, Andi Peng, Phillip Christoffersen, Mehul Damani, Stewart Slocum, Usman Anwar, Anand Siththaranjan, Max Nadeau, Eric J. Michaud, Jacob Pfau, Dmitrii Krasheninnikov, Xin Chen, Lauro Langosco, Peter Hase, Erdem Bıyık, Anca Dragan, David Krueger, Dorsa Sadigh, Dylan Hadfield-Menell","Reinforcement learning from human feedback (RLHF) is a technique for training
AI systems to align with human goals. RLHF has emerged as the central method
used to finetune state-of-the-art large language models (LLMs). Despite this
popularity, there has been relatively little public work systematizing its
flaws. In this paper, we (1) survey open problems and fundamental limitations
of RLHF and related methods; (2) overview techniques to understand, improve,
and complement RLHF in practice; and (3) propose auditing and disclosure
standards to improve societal oversight of RLHF systems. Our work emphasizes
the limitations of RLHF and highlights the importance of a multi-faceted
approach to the development of safer AI systems.",2307.15217v2,https://arxiv.org/pdf/2307.15217v2,Human feedback
"FigCaps-HF: A Figure-to-Caption Generative Framework and Benchmark with
  Human Feedback","Ashish Singh, Prateek Agarwal, Zixuan Huang, Arpita Singh, Tong Yu, Sungchul Kim, Victor Bursztyn, Nikos Vlassis, Ryan A. Rossi","Captions are crucial for understanding scientific visualizations and
documents. Existing captioning methods for scientific figures rely on
figure-caption pairs extracted from documents for training, many of which fall
short with respect to metrics like helpfulness, explainability, and
visual-descriptiveness [15] leading to generated captions being misaligned with
reader preferences. To enable the generation of high-quality figure captions,
we introduce FigCaps-HF a new framework for figure-caption generation that can
incorporate domain expert feedback in generating captions optimized for reader
preferences. Our framework comprises of 1) an automatic method for evaluating
quality of figure-caption pairs, 2) a novel reinforcement learning with human
feedback (RLHF) method to optimize a generative figure-to-caption model for
reader preferences. We demonstrate the effectiveness of our simple learning
framework by improving performance over standard fine-tuning across different
types of models. In particular, when using BLIP as the base model, our RLHF
framework achieves a mean gain of 35.7%, 16.9%, and 9% in ROUGE, BLEU, and
Meteor, respectively. Finally, we release a large-scale benchmark dataset with
human feedback on figure-caption pairs to enable further evaluation and
development of RLHF techniques for this problem.",2307.10867v1,https://arxiv.org/pdf/2307.10867v1,Human feedback
"Provably Efficient Iterated CVaR Reinforcement Learning with Function
  Approximation and Human Feedback","Yu Chen, Yihan Du, Pihe Hu, Siwei Wang, Desheng Wu, Longbo Huang","Risk-sensitive reinforcement learning (RL) aims to optimize policies that
balance the expected reward and risk. In this paper, we present a novel
risk-sensitive RL framework that employs an Iterated Conditional Value-at-Risk
(CVaR) objective under both linear and general function approximations,
enriched by human feedback. These new formulations provide a principled way to
guarantee safety in each decision making step throughout the control process.
Moreover, integrating human feedback into risk-sensitive RL framework bridges
the gap between algorithmic decision-making and human participation, allowing
us to also guarantee safety for human-in-the-loop systems. We propose provably
sample-efficient algorithms for this Iterated CVaR RL and provide rigorous
theoretical analysis. Furthermore, we establish a matching lower bound to
corroborate the optimality of our algorithms in a linear context.",2307.02842v3,https://arxiv.org/pdf/2307.02842v3,Human feedback
Censored Sampling of Diffusion Models Using 3 Minutes of Human Feedback,"TaeHo Yoon, Kibeom Myoung, Keon Lee, Jaewoong Cho, Albert No, Ernest K. Ryu","Diffusion models have recently shown remarkable success in high-quality image
generation. Sometimes, however, a pre-trained diffusion model exhibits partial
misalignment in the sense that the model can generate good images, but it
sometimes outputs undesirable images. If so, we simply need to prevent the
generation of the bad images, and we call this task censoring. In this work, we
present censored generation with a pre-trained diffusion model using a reward
model trained on minimal human feedback. We show that censoring can be
accomplished with extreme human feedback efficiency and that labels generated
with a mere few minutes of human feedback are sufficient. Code available at:
https://github.com/tetrzim/diffusion-human-feedback.",2307.02770v2,https://arxiv.org/pdf/2307.02770v2,Human feedback
"External Reasoning: Towards Multi-Large-Language-Models Interchangeable
  Assistance with Human Feedback",Akide Liu,"Memory is identified as a crucial human faculty that allows for the retention
of visual and linguistic information within the hippocampus and neurons in the
brain, which can subsequently be retrieved to address real-world challenges
that arise through a lifetime of learning. The resolution of complex AI tasks
through the application of acquired knowledge represents a stride toward the
realization of artificial general intelligence. However, despite the prevalence
of Large Language Models (LLMs) like GPT-3.5 and GPT-4 \cite{brown2020language,
leiter2023chatgpt, zaitsu2023distinguishing, OpenAI2023GPT4TR} , which have
displayed remarkable capabilities in language comprehension, generation,
interaction, and reasoning, they are inhibited by constraints on context length
that preclude the processing of extensive, continually evolving knowledge
bases. This paper proposes that LLMs could be augmented through the selective
integration of knowledge from external repositories, and in doing so,
introduces a novel methodology for External Reasoning, exemplified by ChatPDF.
Central to this approach is the establishment of a tiered policy for
\textbf{External Reasoning based on Multiple LLM Interchange Assistance} in
\cref{fig:overall}, where the level of support rendered is modulated across
entry, intermediate, and advanced tiers based on the complexity of the query,
with adjustments made in response to human feedback. A comprehensive evaluation
of this methodology is conducted using multiple LLMs and the results indicate
state-of-the-art performance in \cref{comparison} , surpassing existing
solutions including ChatPDF.com. Moreover, the paper emphasizes that this
approach is more efficient compared to the direct processing of full text by
LLMs. The source code is publicly available at:
\url{https://github.com/AkideLiu/ANLP}.",2307.12057v2,https://arxiv.org/pdf/2307.12057v2,Human feedback
"Can Differentiable Decision Trees Enable Interpretable Reward Learning
  from Human Feedback?","Akansha Kalra, Daniel S. Brown","Reinforcement Learning from Human Feedback (RLHF) has emerged as a popular
paradigm for capturing human intent to alleviate the challenges of
hand-crafting the reward values. Despite the increasing interest in RLHF, most
works learn black box reward functions that while expressive are difficult to
interpret and often require running the whole costly process of RL before we
can even decipher if these frameworks are actually aligned with human
preferences. We propose and evaluate a novel approach for learning expressive
and interpretable reward functions from preferences using Differentiable
Decision Trees (DDTs). Our experiments across several domains, including
CartPole, Visual Gridworld environments and Atari games, provide evidence that
the tree structure of our learned reward function is useful in determining the
extent to which the reward function is aligned with human preferences. We also
provide experimental evidence that not only shows that reward DDTs can often
achieve competitive RL performance when compared with larger capacity deep
neural network reward functions but also demonstrates the diagnostic utility of
our framework in checking alignment of learned reward functions. We also
observe that the choice between soft and hard (argmax) output of reward DDT
reveals a tension between wanting highly shaped rewards to ensure good RL
performance, while also wanting simpler, more interpretable rewards. Videos and
code, are available at: https://sites.google.com/view/ddt-rlhf",2306.13004v4,https://arxiv.org/pdf/2306.13004v4,Human feedback
"Aligning Synthetic Medical Images with Clinical Knowledge using Human
  Feedback","Shenghuan Sun, Gregory M. Goldgof, Atul Butte, Ahmed M. Alaa","Generative models capable of capturing nuanced clinical features in medical
images hold great promise for facilitating clinical data sharing, enhancing
rare disease datasets, and efficiently synthesizing annotated medical images at
scale. Despite their potential, assessing the quality of synthetic medical
images remains a challenge. While modern generative models can synthesize
visually-realistic medical images, the clinical validity of these images may be
called into question. Domain-agnostic scores, such as FID score, precision, and
recall, cannot incorporate clinical knowledge and are, therefore, not suitable
for assessing clinical sensibility. Additionally, there are numerous
unpredictable ways in which generative models may fail to synthesize clinically
plausible images, making it challenging to anticipate potential failures and
manually design scores for their detection. To address these challenges, this
paper introduces a pathologist-in-the-loop framework for generating
clinically-plausible synthetic medical images. Starting with a diffusion model
pretrained using real images, our framework comprises three steps: (1)
evaluating the generated images by expert pathologists to assess whether they
satisfy clinical desiderata, (2) training a reward model that predicts the
pathologist feedback on new samples, and (3) incorporating expert knowledge
into the diffusion model by using the reward model to inform a finetuning
objective. We show that human feedback significantly improves the quality of
synthetic images in terms of fidelity, diversity, utility in downstream
applications, and plausibility as evaluated by experts.",2306.12438v1,https://arxiv.org/pdf/2306.12438v1,Human feedback
"When to Show a Suggestion? Integrating Human Feedback in AI-Assisted
  Programming","Hussein Mozannar, Gagan Bansal, Adam Fourney, Eric Horvitz","AI powered code-recommendation systems, such as Copilot and CodeWhisperer,
provide code suggestions inside a programmer's environment (e.g., an IDE) with
the aim of improving productivity. We pursue mechanisms for leveraging signals
about programmers' acceptance and rejection of code suggestions to guide
recommendations. We harness data drawn from interactions with GitHub Copilot, a
system used by millions of programmers, to develop interventions that can save
time for programmers. We introduce a utility-theoretic framework to drive
decisions about suggestions to display versus withhold. The approach,
conditional suggestion display from human feedback (CDHF), relies on a cascade
of models that provide the likelihood that recommended code will be accepted.
These likelihoods are used to selectively hide suggestions, reducing both
latency and programmer verification time. Using data from 535 programmers, we
perform a retrospective evaluation of CDHF and show that we can avoid
displaying a significant fraction of suggestions that would have been rejected.
We further demonstrate the importance of incorporating the programmer's latent
unobserved state in decisions about when to display suggestions through an
ablation study. Finally, we showcase how using suggestion acceptance as a
reward signal for guiding the display of suggestions can lead to suggestions of
reduced quality, indicating an unexpected pitfall.",2306.04930v3,https://arxiv.org/pdf/2306.04930v3,Human feedback
"Reinforcement Learning with Human Feedback: Learning Dynamic Choices via
  Pessimism","Zihao Li, Zhuoran Yang, Mengdi Wang","In this paper, we study offline Reinforcement Learning with Human Feedback
(RLHF) where we aim to learn the human's underlying reward and the MDP's
optimal policy from a set of trajectories induced by human choices. RLHF is
challenging for multiple reasons: large state space but limited human feedback,
the bounded rationality of human decisions, and the off-policy distribution
shift. In this paper, we focus on the Dynamic Discrete Choice (DDC) model for
modeling and understanding human choices. DCC, rooted in econometrics and
decision theory, is widely used to model a human decision-making process with
forward-looking and bounded rationality. We propose a
\underline{D}ynamic-\underline{C}hoice-\underline{P}essimistic-\underline{P}olicy-\underline{O}ptimization
(DCPPO) method. \ The method involves a three-stage process: The first step is
to estimate the human behavior policy and the state-action value function via
maximum likelihood estimation (MLE); the second step recovers the human reward
function via minimizing Bellman mean squared error using the learned value
functions; the third step is to plug in the learned reward and invoke
pessimistic value iteration for finding a near-optimal policy. With only
single-policy coverage (i.e., optimal policy) of the dataset, we prove that the
suboptimality of DCPPO almost matches the classical pessimistic offline RL
algorithm in terms of suboptimality's dependency on distribution shift and
dimension. To the best of our knowledge, this paper presents the first
theoretical guarantees for off-policy offline RLHF with dynamic discrete choice
model.",2305.18438v3,https://arxiv.org/pdf/2305.18438v3,Human feedback
"Learning Interpretable Models of Aircraft Handling Behaviour by
  Reinforcement Learning from Human Feedback","Tom Bewley, Jonathan Lawry, Arthur Richards","We propose a method to capture the handling abilities of fast jet pilots in a
software model via reinforcement learning (RL) from human preference feedback.
We use pairwise preferences over simulated flight trajectories to learn an
interpretable rule-based model called a reward tree, which enables the
automated scoring of trajectories alongside an explanatory rationale. We train
an RL agent to execute high-quality handling behaviour by using the reward tree
as the objective, and thereby generate data for iterative preference collection
and further refinement of both tree and agent. Experiments with synthetic
preferences show reward trees to be competitive with uninterpretable neural
network reward models on quantitative and qualitative evaluations.",2305.16924v1,https://arxiv.org/pdf/2305.16924v1,Human feedback
"AlpacaFarm: A Simulation Framework for Methods that Learn from Human
  Feedback","Yann Dubois, Xuechen Li, Rohan Taori, Tianyi Zhang, Ishaan Gulrajani, Jimmy Ba, Carlos Guestrin, Percy Liang, Tatsunori B. Hashimoto","Large language models (LLMs) such as ChatGPT have seen widespread adoption
due to their strong instruction-following abilities. Developing these LLMs
involves a complex yet poorly understood workflow requiring training with human
feedback. Replicating and understanding this instruction-following requires
tackling three major challenges: the high cost of data collection, the lack of
trustworthy evaluation, and the absence of reference method implementations. We
address these challenges with AlpacaFarm, a simulator that enables research and
development for learning from feedback at a low cost. First, we design LLM
prompts to simulate human feedback that are 50x cheaper than crowdworkers and
display high agreement with humans. Second, we propose an automatic evaluation
and validate it against human instructions obtained on real-world interactions.
Third, we contribute reference implementations for several methods (PPO, DPO,
best-of-n, expert iteration, and more) that learn from pairwise feedback.
Finally, as an end-to-end validation of AlpacaFarm, we train and evaluate
eleven models on 10k pairs of real human feedback and show that rankings of
models trained in AlpacaFarm match rankings of models trained on human data. As
a demonstration of the research possible in AlpacaFarm, we find that methods
that use a reward model can substantially improve over supervised fine-tuning
and that our reference PPO implementation leads to a +10% improvement in
win-rate against Davinci003. We release all components of AlpacaFarm at
https://github.com/tatsu-lab/alpaca_farm.",2305.14387v4,https://arxiv.org/pdf/2305.14387v4,Human feedback
Continually Improving Extractive QA via Human Feedback,"Ge Gao, Hung-Ting Chen, Yoav Artzi, Eunsol Choi","We study continually improving an extractive question answering (QA) system
via human user feedback. We design and deploy an iterative approach, where
information-seeking users ask questions, receive model-predicted answers, and
provide feedback. We conduct experiments involving thousands of user
interactions under diverse setups to broaden the understanding of learning from
feedback over time. Our experiments show effective improvement from user
feedback of extractive QA models over time across different data regimes,
including significant potential for domain adaptation.",2305.12473v2,https://arxiv.org/pdf/2305.12473v2,Human feedback
SLiC-HF: Sequence Likelihood Calibration with Human Feedback,"Yao Zhao, Rishabh Joshi, Tianqi Liu, Misha Khalman, Mohammad Saleh, Peter J. Liu","Learning from human feedback has been shown to be effective at aligning
language models with human preferences. Past work has often relied on
Reinforcement Learning from Human Feedback (RLHF), which optimizes the language
model using reward scores assigned from a reward model trained on human
preference data. In this work we show how the recently introduced Sequence
Likelihood Calibration (SLiC), can also be used to effectively learn from human
preferences (SLiC-HF). Furthermore, we demonstrate this can be done with human
feedback data collected for a different model, similar to off-policy, offline
RL data. Automatic and human evaluation experiments on the TL;DR summarization
task show that SLiC-HF significantly improves supervised fine-tuning baselines.
Furthermore, SLiC-HF presents a competitive alternative to the PPO RLHF
implementation used in past work while being much simpler to implement, easier
to tune and more computationally efficient in practice.",2305.10425v1,https://arxiv.org/pdf/2305.10425v1,Human feedback
GFlowNets with Human Feedback,"Yinchuan Li, Shuang Luo, Yunfeng Shao, Jianye Hao","We propose the GFlowNets with Human Feedback (GFlowHF) framework to improve
the exploration ability when training AI models. For tasks where the reward is
unknown, we fit the reward function through human evaluations on different
trajectories. The goal of GFlowHF is to learn a policy that is strictly
proportional to human ratings, instead of only focusing on human favorite
ratings like RLHF. Experiments show that GFlowHF can achieve better exploration
ability than RLHF.",2305.07036v1,https://arxiv.org/pdf/2305.07036v1,Human feedback
"Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural
  Language Generation","Patrick Fernandes, Aman Madaan, Emmy Liu, António Farinhas, Pedro Henrique Martins, Amanda Bertsch, José G. C. de Souza, Shuyan Zhou, Tongshuang Wu, Graham Neubig, André F. T. Martins","Many recent advances in natural language generation have been fueled by
training large language models on internet-scale data. However, this paradigm
can lead to models that generate toxic, inaccurate, and unhelpful content, and
automatic evaluation metrics often fail to identify these behaviors. As models
become more capable, human feedback is an invaluable signal for evaluating and
improving models. This survey aims to provide an overview of the recent
research that has leveraged human feedback to improve natural language
generation. First, we introduce an encompassing formalization of feedback, and
identify and organize existing research into a taxonomy following this
formalization. Next, we discuss how feedback can be described by its format and
objective, and cover the two approaches proposed to use feedback (either for
training or decoding): directly using the feedback or training feedback models.
We also discuss existing datasets for human-feedback data collection, and
concerns surrounding feedback collection. Finally, we provide an overview of
the nascent field of AI feedback, which exploits large language models to make
judgments based on a set of principles and minimize the need for human
intervention.",2305.00955v2,https://arxiv.org/pdf/2305.00955v2,Human feedback
"Leveraging Human Feedback to Evolve and Discover Novel Emergent
  Behaviors in Robot Swarms","Connor Mattson, Daniel S. Brown","Robot swarms often exhibit emergent behaviors that are fascinating to
observe; however, it is often difficult to predict what swarm behaviors can
emerge under a given set of agent capabilities. We seek to efficiently leverage
human input to automatically discover a taxonomy of collective behaviors that
can emerge from a particular multi-agent system, without requiring the human to
know beforehand what behaviors are interesting or even possible. Our proposed
approach adapts to user preferences by learning a similarity space over swarm
collective behaviors using self-supervised learning and human-in-the-loop
queries. We combine our learned similarity metric with novelty search and
clustering to explore and categorize the space of possible swarm behaviors. We
also propose several general-purpose heuristics that improve the efficiency of
our novelty search by prioritizing robot controllers that are likely to lead to
interesting emergent behaviors. We test our approach in simulation on two robot
capability models and show that our methods consistently discover a richer set
of emergent behaviors than prior work. Code, videos, and datasets are available
at https://sites.google.com/view/evolving-novel-swarms.",2305.16148v2,https://arxiv.org/pdf/2305.16148v2,Human feedback
"Towards Solving Fuzzy Tasks with Human Feedback: A Retrospective of the
  MineRL BASALT 2022 Competition","Stephanie Milani, Anssi Kanervisto, Karolis Ramanauskas, Sander Schulhoff, Brandon Houghton, Sharada Mohanty, Byron Galbraith, Ke Chen, Yan Song, Tianze Zhou, Bingquan Yu, He Liu, Kai Guan, Yujing Hu, Tangjie Lv, Federico Malato, Florian Leopold, Amogh Raut, Ville Hautamäki, Andrew Melnik, Shu Ishida, João F. Henriques, Robert Klassert, Walter Laurito, Ellen Novoseller, Vinicius G. Goecks, Nicholas Waytowich, David Watkins, Josh Miller, Rohin Shah","To facilitate research in the direction of fine-tuning foundation models from
human feedback, we held the MineRL BASALT Competition on Fine-Tuning from Human
Feedback at NeurIPS 2022. The BASALT challenge asks teams to compete to develop
algorithms to solve tasks with hard-to-specify reward functions in Minecraft.
Through this competition, we aimed to promote the development of algorithms
that use human feedback as channels to learn the desired behavior. We describe
the competition and provide an overview of the top solutions. We conclude by
discussing the impact of the competition and future directions for improvement.",2303.13512v1,https://arxiv.org/pdf/2303.13512v1,Human feedback
HIVE: Harnessing Human Feedback for Instructional Visual Editing,"Shu Zhang, Xinyi Yang, Yihao Feng, Can Qin, Chia-Chih Chen, Ning Yu, Zeyuan Chen, Huan Wang, Silvio Savarese, Stefano Ermon, Caiming Xiong, Ran Xu","Incorporating human feedback has been shown to be crucial to align text
generated by large language models to human preferences. We hypothesize that
state-of-the-art instructional image editing models, where outputs are
generated based on an input image and an editing instruction, could similarly
benefit from human feedback, as their outputs may not adhere to the correct
instructions and preferences of users. In this paper, we present a novel
framework to harness human feedback for instructional visual editing (HIVE).
Specifically, we collect human feedback on the edited images and learn a reward
function to capture the underlying user preferences. We then introduce scalable
diffusion model fine-tuning methods that can incorporate human preferences
based on the estimated reward. Besides, to mitigate the bias brought by the
limitation of data, we contribute a new 1M training dataset, a 3.6K reward
dataset for rewards learning, and a 1K evaluation dataset to boost the
performance of instructional image editing. We conduct extensive empirical
experiments quantitatively and qualitatively, showing that HIVE is favored over
previous state-of-the-art instructional image editing approaches by a large
margin.",2303.09618v2,https://arxiv.org/pdf/2303.09618v2,Human feedback
Deploying Offline Reinforcement Learning with Human Feedback,"Ziniu Li, Ke Xu, Liu Liu, Lanqing Li, Deheng Ye, Peilin Zhao","Reinforcement learning (RL) has shown promise for decision-making tasks in
real-world applications. One practical framework involves training
parameterized policy models from an offline dataset and subsequently deploying
them in an online environment. However, this approach can be risky since the
offline training may not be perfect, leading to poor performance of the RL
models that may take dangerous actions. To address this issue, we propose an
alternative framework that involves a human supervising the RL models and
providing additional feedback in the online deployment phase. We formalize this
online deployment problem and develop two approaches. The first approach uses
model selection and the upper confidence bound algorithm to adaptively select a
model to deploy from a candidate set of trained offline RL models. The second
approach involves fine-tuning the model in the online deployment phase when a
supervision signal arrives. We demonstrate the effectiveness of these
approaches for robot locomotion control and traffic light control tasks through
empirical validation.",2303.07046v1,https://arxiv.org/pdf/2303.07046v1,Human feedback
"Zeroth-Order Optimization Meets Human Feedback: Provable Learning via
  Ranking Oracles","Zhiwei Tang, Dmitry Rybin, Tsung-Hui Chang","In this study, we delve into an emerging optimization challenge involving a
black-box objective function that can only be gauged via a ranking oracle-a
situation frequently encountered in real-world scenarios, especially when the
function is evaluated by human judges. Such challenge is inspired from
Reinforcement Learning with Human Feedback (RLHF), an approach recently
employed to enhance the performance of Large Language Models (LLMs) using human
guidance. We introduce ZO-RankSGD, an innovative zeroth-order optimization
algorithm designed to tackle this optimization problem, accompanied by
theoretical assurances. Our algorithm utilizes a novel rank-based random
estimator to determine the descent direction and guarantees convergence to a
stationary point. Moreover, ZO-RankSGD is readily applicable to policy
optimization problems in Reinforcement Learning (RL), particularly when only
ranking oracles for the episode reward are available. Last but not least, we
demonstrate the effectiveness of ZO-RankSGD in a novel application: improving
the quality of images generated by a diffusion generative model with human
ranking feedback. Throughout experiments, we found that ZO-RankSGD can
significantly enhance the detail of generated images with only a few rounds of
human feedback. Overall, our work advances the field of zeroth-order
optimization by addressing the problem of optimizing functions with only
ranking feedback, and offers a new and effective approach for aligning
Artificial Intelligence (AI) with human intentions.",2303.03751v3,https://arxiv.org/pdf/2303.03751v3,Human feedback
"Perspectives on the Social Impacts of Reinforcement Learning with Human
  Feedback",Gabrielle Kaili-May Liu,"Is it possible for machines to think like humans? And if it is, how should we
go about teaching them to do so? As early as 1950, Alan Turing stated that we
ought to teach machines in the way of teaching a child. Reinforcement learning
with human feedback (RLHF) has emerged as a strong candidate toward allowing
agents to learn from human feedback in a naturalistic manner. RLHF is distinct
from traditional reinforcement learning as it provides feedback from a human
teacher in addition to a reward signal. It has been catapulted into public view
by multiple high-profile AI applications, including OpenAI's ChatGPT,
DeepMind's Sparrow, and Anthropic's Claude. These highly capable chatbots are
already overturning our understanding of how AI interacts with humanity. The
wide applicability and burgeoning success of RLHF strongly motivate the need to
evaluate its social impacts. In light of recent developments, this paper
considers an important question: can RLHF be developed and used without
negatively affecting human societies? Our objectives are threefold: to provide
a systematic study of the social effects of RLHF; to identify key social and
ethical issues of RLHF; and to discuss social impacts for stakeholders.
Although text-based applications of RLHF have received much attention, it is
crucial to consider when evaluating its social implications the diverse range
of areas to which it may be deployed. We describe seven primary ways in which
RLHF-based technologies will affect society by positively transforming human
experiences with AI. This paper ultimately proposes that RLHF has potential to
net positively impact areas of misinformation, AI value-alignment, bias, AI
access, cross-cultural dialogue, industry, and workforce. As RLHF raises
concerns that echo those of existing AI technologies, it will be important for
all to be aware and intentional in the adoption of RLHF.",2303.02891v1,https://arxiv.org/pdf/2303.02891v1,Human feedback
Aligning Text-to-Image Models using Human Feedback,"Kimin Lee, Hao Liu, Moonkyung Ryu, Olivia Watkins, Yuqing Du, Craig Boutilier, Pieter Abbeel, Mohammad Ghavamzadeh, Shixiang Shane Gu","Deep generative models have shown impressive results in text-to-image
synthesis. However, current text-to-image models often generate images that are
inadequately aligned with text prompts. We propose a fine-tuning method for
aligning such models using human feedback, comprising three stages. First, we
collect human feedback assessing model output alignment from a set of diverse
text prompts. We then use the human-labeled image-text dataset to train a
reward function that predicts human feedback. Lastly, the text-to-image model
is fine-tuned by maximizing reward-weighted likelihood to improve image-text
alignment. Our method generates objects with specified colors, counts and
backgrounds more accurately than the pre-trained model. We also analyze several
design choices and find that careful investigations on such design choices are
important in balancing the alignment-fidelity tradeoffs. Our results
demonstrate the potential for learning from human feedback to significantly
improve text-to-image models.",2302.12192v1,https://arxiv.org/pdf/2302.12192v1,Human feedback
"Principled Reinforcement Learning with Human Feedback from Pairwise or
  $K$-wise Comparisons","Banghua Zhu, Jiantao Jiao, Michael I. Jordan","We provide a theoretical framework for Reinforcement Learning with Human
Feedback (RLHF). Our analysis shows that when the true reward function is
linear, the widely used maximum likelihood estimator (MLE) converges under both
the Bradley-Terry-Luce (BTL) model and the Plackett-Luce (PL) model. However,
we show that when training a policy based on the learned reward model, MLE
fails while a pessimistic MLE provides policies with improved performance under
certain coverage assumptions. Additionally, we demonstrate that under the PL
model, the true MLE and an alternative MLE that splits the $K$-wise comparison
into pairwise comparisons both converge. Moreover, the true MLE is
asymptotically more efficient. Our results validate the empirical success of
existing RLHF algorithms in InstructGPT and provide new insights for algorithm
design. Furthermore, our results unify the problem of RLHF and max-entropy
Inverse Reinforcement Learning (IRL), and provide the first sample complexity
bound for max-entropy IRL.",2301.11270v5,https://arxiv.org/pdf/2301.11270v5,Human feedback
"Methodological reflections for AI alignment research using human
  feedback","Thilo Hagendorff, Sarah Fabi","The field of artificial intelligence (AI) alignment aims to investigate
whether AI technologies align with human interests and values and function in a
safe and ethical manner. AI alignment is particularly relevant for large
language models (LLMs), which have the potential to exhibit unintended behavior
due to their ability to learn and adapt in ways that are difficult to predict.
In this paper, we discuss methodological challenges for the alignment problem
specifically in the context of LLMs trained to summarize texts. In particular,
we focus on methods for collecting reliable human feedback on summaries to
train a reward model which in turn improves the summarization model. We
conclude by suggesting specific improvements in the experimental design of
alignment studies for LLMs' summarization capabilities.",2301.06859v1,https://arxiv.org/pdf/2301.06859v1,Human feedback
"Improving Multimodal Interactive Agents with Reinforcement Learning from
  Human Feedback","Josh Abramson, Arun Ahuja, Federico Carnevale, Petko Georgiev, Alex Goldin, Alden Hung, Jessica Landon, Jirka Lhotka, Timothy Lillicrap, Alistair Muldal, George Powell, Adam Santoro, Guy Scully, Sanjana Srivastava, Tamara von Glehn, Greg Wayne, Nathaniel Wong, Chen Yan, Rui Zhu","An important goal in artificial intelligence is to create agents that can
both interact naturally with humans and learn from their feedback. Here we
demonstrate how to use reinforcement learning from human feedback (RLHF) to
improve upon simulated, embodied agents trained to a base level of competency
with imitation learning. First, we collected data of humans interacting with
agents in a simulated 3D world. We then asked annotators to record moments
where they believed that agents either progressed toward or regressed from
their human-instructed goal. Using this annotation data we leveraged a novel
method - which we call ""Inter-temporal Bradley-Terry"" (IBT) modelling - to
build a reward model that captures human judgments. Agents trained to optimise
rewards delivered from IBT reward models improved with respect to all of our
metrics, including subsequent human judgment during live interactions with
agents. Altogether our results demonstrate how one can successfully leverage
human judgments to improve agent behaviour, allowing us to use reinforcement
learning in complex, embodied domains without programmatic reward functions.
Videos of agent behaviour may be found at https://youtu.be/v_Z9F2_eKk4.",2211.11602v1,https://arxiv.org/pdf/2211.11602v1,Human feedback
"Learning New Skills after Deployment: Improving open-domain
  internet-driven dialogue with human feedback","Jing Xu, Megan Ung, Mojtaba Komeili, Kushal Arora, Y-Lan Boureau, Jason Weston","Frozen models trained to mimic static datasets can never improve their
performance. Models that can employ internet-retrieval for up-to-date
information and obtain feedback from humans during deployment provide the
promise of both adapting to new information, and improving their performance.
In this work we study how to improve internet-driven conversational skills in
such a learning framework. We collect deployment data, which we make publicly
available, of human interactions, and collect various types of human feedback
-- including binary quality measurements, free-form text feedback, and
fine-grained reasons for failure. We then study various algorithms for
improving from such feedback, including standard supervised learning, rejection
sampling, model-guiding and reward-based learning, in order to make
recommendations on which type of feedback and algorithms work best. We find the
recently introduced Director model (Arora et al., '22) shows significant
improvements over other existing approaches.",2208.03270v2,https://arxiv.org/pdf/2208.03270v2,Human feedback
"Humans are not Boltzmann Distributions: Challenges and Opportunities for
  Modelling Human Feedback and Interaction in Reinforcement Learning","David Lindner, Mennatallah El-Assady","Reinforcement learning (RL) commonly assumes access to well-specified reward
functions, which many practical applications do not provide. Instead, recently,
more work has explored learning what to do from interacting with humans. So
far, most of these approaches model humans as being (nosily) rational and, in
particular, giving unbiased feedback. We argue that these models are too
simplistic and that RL researchers need to develop more realistic human models
to design and evaluate their algorithms. In particular, we argue that human
models have to be personal, contextual, and dynamic. This paper calls for
research from different disciplines to address key questions about how humans
provide feedback to AIs and how we can build more robust human-in-the-loop RL
systems.",2206.13316v1,https://arxiv.org/pdf/2206.13316v1,Human feedback
